customer_id,age,gender,region,acquisition_channel,tenure_months,annual_income,monthly_spend,purchase_frequency,complaints_last_6m,support_tickets,discount_usage_ratio,satisfaction_score,churn,high_purchase_intent,segment
2298,43,Female,East,Online,31,74770.29,999.47,3,0,2,0.968,4.18,0,1,1
2299,29,Male,South,Online,20,80206.77,823.25,2,1,1,0.337,3.32,0,0,0
2300,64,Male,East,Online,13,53206.62,667.07,2,0,0,0.009,3.94,0,0,0
2301,31,Male,North,Online,70,61883.98,882.5,3,0,3,0.398,3.77,0,0,1
2302,25,Male,East,Retail,63,67676.68,753.19,4,2,2,0.026,4.33,0,1,1
2303,47,Male,North,Retail,10,48127.96,551.91,4,0,2,0.143,3.67,0,0,0
2304,63,Male,East,Retail,32,52336.86,231.98,3,0,0,0.224,4.88,0,0,2
2305,65,Male,North,Online,53,75381.94,661.92,8,2,2,0.839,3.91,0,1,1
2306,22,Male,West,Retail,42,79625.27,551.33,3,1,0,0.375,4.6,0,0,3
2307,34,Female,West,Retail,14,61213.38,731.26,3,0,3,0.008,4.99,0,0,2
2308,25,Female,East,Online,26,38487.17,422.6,4,0,1,0.637,4.61,0,1,2
2309,34,Female,West,Online,27,54679.34,566.85,4,2,0,0.071,4.57,0,1,2
2310,45,Female,West,Retail,21,59310.604999999996,464.6,2,0,0,0.894,5.0,0,1,2
2311,32,Female,North,Online,69,61353.64,329.7,1,1,4,0.245,4.55,0,0,3
2312,21,Male,East,Online,15,64597.26,857.89,4,0,0,0.238,4.36,0,1,1
2313,44,Female,South,Retail,51,55127.21,336.08,0,2,0,0.397,4.33,0,0,3
2314,20,Male,West,Online,65,64350.8,495.81,2,0,3,0.107,4.3,0,0,3
2315,29,Male,West,Partner,57,67504.22,744.75,2,1,2,0.023,4.18,0,0,1
2316,18,Male,West,Online,57,64623.52,544.76,3,1,2,0.914,3.16,0,0,0
2317,22,Male,South,Online,12,38372.45,401.34,3,1,3,0.864,4.09,0,1,0
2318,40,Male,North,Online,10,55441.24,635.33,6,2,1,0.916,2.73,0,0,0
2319,62,Female,North,Online,56,67377.17,860.13,5,0,4,0.677,5.0,0,1,1
2320,58,Female,North,Retail,54,88416.81,552.27,2,1,1,0.013,4.41,0,0,3
2321,23,Female,West,Retail,53,55105.34,393.13,4,0,0,0.973,4.29,0,1,3
2322,19,Female,East,Partner,30,69915.12,335.19,1,0,2,0.709,4.45,0,1,3
2323,35,Female,South,Online,38,75806.73,686.25,1,0,1,0.415,4.6,0,0,3
2324,51,Male,South,Online,2,56460.7,269.43,5,0,1,0.732,4.33,0,1,2
2325,56,Female,North,Online,21,80671.34,550.12,2,1,0,0.567,4.28,0,1,0
2326,60,Female,East,Online,38,81639.13,1004.08,2,0,1,0.672,4.99,0,1,1
2327,35,Male,South,Partner,9,84846.93,1105.65,4,1,0,0.824,3.72,0,0,1
2328,26,Male,West,Online,10,68251.78,802.16,7,1,3,0.936,4.2,0,1,2
2329,19,Female,North,Online,4,102482.47,350.08,2,0,2,0.797,5.0,0,1,2
2330,25,Female,West,Online,15,48924.9,454.05,2,0,1,0.896,4.34,0,1,2
2331,21,Male,North,Retail,71,98233.4,569.65,3,0,1,0.568,4.69,0,1,3
2332,62,Female,South,Online,50,59310.604999999996,575.42,6,1,3,0.338,3.71,0,0,1
2333,31,Male,South,Retail,68,84126.97,745.0,4,2,2,0.67,4.92,0,1,1
2334,60,Male,East,Retail,19,54239.32,709.58,5,1,2,0.556,4.38,0,1,2
2335,46,Male,East,Retail,43,75200.54,782.34,6,2,3,0.056,3.23,0,0,1
2336,46,Male,North,Online,64,85685.53,654.53,1,1,2,0.576,4.59,0,1,3
2337,41,Female,South,Online,25,40427.54,442.42,7,1,1,0.417,3.88,0,1,2
2338,60,Male,East,Online,47,57060.13,820.98,4,2,1,0.37,4.26,0,1,1
2339,20,Female,South,Retail,50,21457.45,133.68,4,1,1,0.724,4.78,0,1,3
2340,22,Male,North,Partner,60,56790.01,731.32,4,0,1,0.885,5.0,0,1,1
2341,40,Female,North,Retail,69,45311.85,370.26,4,0,1,0.197,4.73,0,1,3
2342,38,Female,East,Online,44,56080.18,309.33,5,0,1,0.795,4.69,0,1,2
2343,46,Female,South,Online,42,112625.58,1446.89,4,1,1,0.17,3.26,0,0,1
2344,56,Female,East,Retail,62,90920.46,434.95,2,2,1,0.576,3.59,0,0,3
2345,48,Female,North,Online,49,34089.94,411.12,6,0,1,0.848,4.36,0,1,3
2346,31,Female,East,Retail,26,70003.29,348.19,1,3,2,0.906,3.25,0,0,0
2347,35,Female,North,Retail,45,74380.76,755.86,4,1,1,0.308,4.01,0,1,1
2348,57,Female,East,Online,39,53917.85,556.03,4,0,1,0.819,5.0,0,1,2
2349,28,Male,West,Online,17,63209.54,774.31,5,0,0,0.879,4.47,0,1,2
2350,44,Male,South,Online,37,64967.68,533.71,2,1,1,0.173,4.41,0,0,3
2351,46,Male,North,Online,45,35761.0,438.26,4,0,3,0.385,4.4,0,1,3
2352,57,Male,North,Retail,65,41436.07,416.13,2,1,0,0.776,3.94,0,1,3
2353,55,Male,South,Online,42,63101.34,370.49,8,0,3,0.015,4.3,0,1,2
2354,42,Male,North,Online,12,61789.25,623.02,4,3,1,0.626,3.69,0,0,0
2355,34,Female,West,Online,71,47245.87,506.93,1,0,4,0.415,4.92,0,0,3
2356,37,Male,West,Online,42,45701.23,256.83,2,0,3,0.518,4.33,0,1,3
2357,39,Female,West,Retail,21,58383.97,791.43,4,0,0,0.418,4.72,0,1,2
2358,29,Male,West,Retail,54,75950.72,593.66,4,1,5,0.195,4.19,0,1,3
2359,50,Female,East,Online,28,58623.26,245.79,2,0,1,0.348,4.51,0,0,2
2360,28,Male,South,Online,27,89209.15,1127.85,1,1,0,0.861,3.32,0,0,1
2361,51,Male,South,Online,60,47475.23,553.01,2,0,2,0.611,4.68,0,1,3
2362,57,Male,South,Online,62,63475.98,749.15,5,1,1,0.477,3.57,0,0,1
2363,68,Female,West,Online,38,53622.68,344.0,7,1,0,0.706,3.75,0,0,2
2364,24,Male,South,Partner,27,70583.3,557.03,3,0,1,0.184,3.92,0,0,0
2365,57,Female,South,Online,62,45931.42,509.41,2,0,3,0.083,4.28,0,0,3
2366,22,Male,East,Online,13,94693.16,569.44,4,0,2,0.549,4.06,0,1,2
2367,35,Female,South,Online,54,29568.98,392.55,4,0,1,0.012,3.9,0,1,3
2368,27,Male,South,Retail,42,90878.64,571.85,2,0,1,0.148,4.71,0,0,3
2369,26,Female,North,Online,61,61619.79,453.83,3,0,2,0.717,4.48,0,1,3
2370,27,Male,North,Partner,30,69943.64,293.93,5,0,2,0.902,4.97,0,1,2
2371,20,Male,North,Online,60,84021.45,582.86,2,0,0,0.285,4.24,0,0,3
2372,60,Male,South,Retail,2,75437.91,440.7,7,0,2,0.383,4.66,0,1,2
2373,21,Male,West,Retail,54,46859.52,617.11,5,0,2,0.681,4.99,0,1,3
2374,38,Male,South,Online,5,70801.61,649.61,6,0,2,0.805,3.98,0,1,2
2375,54,Other,East,Online,46,93614.53,540.75,3,0,3,0.26,4.08,0,0,3
2376,69,Male,South,Online,14,44028.75,426.22,6,1,3,0.826,4.71,0,1,2
2377,62,Male,South,Retail,69,98131.71,607.01,4,1,2,0.973,4.2,0,1,3
2378,25,Female,North,Retail,55,66942.64,604.09,2,0,2,0.088,4.36,0,0,3
2379,69,Male,East,Online,8,52201.9,652.83,2,0,0,0.224,4.58,0,0,2
2380,51,Male,East,Online,64,43920.79,551.6,2,0,1,0.726,5.0,0,1,3
2381,27,Female,South,Online,18,55980.83,565.77,2,2,1,0.037,3.81,0,0,0
2382,41,Female,East,Online,39,24804.99,221.22,3,0,2,0.284,4.51,0,0,3
2383,65,Female,South,Retail,7,52525.6,249.48,3,1,1,0.845,4.21,0,1,2
2384,38,Male,South,Online,8,55267.31,608.46,3,0,3,0.682,3.6,0,0,0
2385,27,Other,East,Online,18,40660.55,384.8,2,0,1,0.641,4.77,0,1,2
2386,63,Male,East,Retail,38,73461.21,773.68,4,0,1,0.612,4.21,0,1,1
2387,67,Other,North,Retail,39,56062.21,774.98,4,0,3,0.502,3.83,0,1,1
2388,68,Female,South,Retail,61,48555.7,421.12,2,0,2,0.767,3.57,0,0,3
2389,67,Female,South,Online,12,54143.99,639.94,6,0,3,0.865,3.79,0,0,2
2390,63,Male,West,Partner,54,66391.93,692.98,7,1,1,0.796,3.29,0,0,1
2391,41,Male,South,Retail,1,61317.98,350.22,3,0,0,0.483,4.14,0,0,2
2392,27,Female,West,Online,21,47382.45,215.33,1,0,3,0.779,4.09,0,1,0
2393,50,Female,East,Online,13,62261.76,604.52,7,1,0,0.755,5.0,0,1,2
2394,29,Female,North,Retail,9,59087.83,385.64,8,0,1,0.456,4.85,0,1,2
2395,42,Female,South,Online,42,39489.64,448.39,2,0,0,0.334,4.73,0,0,3
2396,52,Female,West,Retail,64,54806.92,625.43,2,0,0,0.41,5.0,0,0,3
2397,67,Male,South,Retail,48,70428.09,601.27,4,0,1,0.493,3.19,0,0,0
2398,33,Male,East,Retail,61,70298.49,712.01,1,0,0,0.147,4.75,0,0,3
2399,31,Male,West,Retail,42,55860.64,581.18,0,0,3,0.218,4.42,0,0,3
2400,56,Male,East,Partner,4,72181.91,582.89,0,0,0,0.102,4.91,0,0,2
2401,18,Male,North,Online,25,42360.8,563.21,2,0,3,0.072,3.46,0,0,0
2402,47,Female,South,Online,59,42918.22,232.93,4,0,3,0.566,4.17,0,1,3
2403,56,Female,South,Retail,4,55477.41,735.65,5,0,1,0.698,4.2,0,1,2
2404,46,Female,South,Online,7,86956.19,328.63,7,2,0,0.614,3.51,0,0,2
2405,37,Male,West,Retail,60,62938.53,437.41,5,0,2,0.727,5.0,0,1,3
2406,61,Female,North,Retail,5,55043.42,577.52,3,1,1,0.407,3.94,0,0,0
2407,37,Female,East,Online,69,87794.48,422.44,4,0,3,0.799,4.92,0,1,3
2408,54,Female,West,Retail,54,54835.11,431.53,2,1,2,0.748,4.44,0,1,3
2409,42,Female,West,Online,48,100225.2,558.76,2,1,2,0.711,3.37,0,0,0
2410,19,Female,East,Retail,39,50796.9,571.97,6,2,1,0.766,3.76,0,0,1
2411,45,Female,West,Online,7,41788.88,390.19,6,1,1,0.231,4.4,0,1,2
2412,20,Male,South,Retail,30,57005.48,272.04,4,1,2,0.569,4.39,0,1,2
2413,66,Female,East,Retail,58,55516.48,497.91,3,0,0,0.775,4.82,0,1,3
2414,49,Male,East,Online,65,45461.04,348.04,2,0,1,0.099,5.0,0,0,3
2415,37,Male,North,Online,32,106835.53,1439.25,4,1,2,0.247,4.65,0,1,1
2416,43,Male,North,Online,60,65735.28,388.7,2,0,3,0.491,4.69,0,0,3
2417,50,Female,West,Retail,56,68356.49,744.99,3,0,1,0.414,5.0,0,0,1
2418,31,Female,North,Online,5,51686.17,428.23,3,0,2,0.914,5.0,0,1,2
2419,32,Female,South,Online,45,49601.95,544.06,3,1,1,0.751,3.91,0,1,3
2420,39,Male,East,Retail,44,78460.05,1076.44,5,0,1,0.041,3.88,0,1,1
2421,31,Male,East,Online,39,29834.85,257.43,3,2,3,0.465,3.41,0,0,0
2422,57,Female,East,Online,55,39428.44,521.14,5,0,2,0.763,3.9,0,1,3
2423,23,Male,West,Retail,64,59310.604999999996,540.25,3,1,1,0.669,3.73,0,0,3
2424,60,Female,West,Online,40,84318.85,870.85,2,0,1,0.538,4.57,0,1,1
2425,36,Male,West,Online,23,53258.69,422.31,4,1,1,0.085,3.99,0,1,2
2426,47,Female,East,Partner,70,67490.73,526.64,5,0,1,0.915,4.99,0,1,3
2427,26,Female,West,Retail,69,60499.12,334.62,2,0,0,0.415,4.75,0,0,3
2428,38,Female,East,Online,49,83332.65,440.09,4,2,0,0.145,4.18,0,1,3
2429,57,Male,East,Retail,46,31474.99,493.32,4,2,1,0.084,3.29,0,0,0
2430,32,Female,West,Online,8,73247.34,838.39,4,0,0,0.785,4.26,0,1,2
2431,24,Female,West,Online,29,56419.82,373.26,4,0,2,0.613,3.59,0,0,0
2432,45,Female,North,Retail,15,76647.92,673.47,6,1,0,0.252,4.33,0,1,2
2433,26,Female,West,Online,37,45252.92,538.91,0,0,2,0.533,5.0,0,1,3
2434,34,Male,East,Online,59,60439.08,469.42,2,1,3,0.946,4.1,0,1,3
2435,41,Female,West,Retail,16,58154.88,477.56,4,0,1,0.493,4.75,0,1,2
2436,47,Male,East,Online,71,41956.16,556.45,3,0,1,0.391,4.3,0,0,3
2437,51,Male,West,Online,10,36952.57,224.19,6,1,1,0.308,4.26,0,1,2
2438,53,Female,South,Online,7,49552.6,433.45,7,0,3,0.182,5.0,0,1,2
2439,61,Female,North,Retail,70,59310.604999999996,443.14,3,0,2,0.91,4.54,0,1,3
2440,21,Male,North,Retail,8,46375.58,169.33,1,0,1,0.172,4.79,0,0,2
2441,36,Male,South,Partner,53,59310.604999999996,618.02,1,0,1,0.055,5.0,0,0,3
2442,18,Male,North,Online,55,26055.65,329.12,2,1,0,0.143,4.8,0,0,3
2443,18,Male,South,Retail,24,53328.3,735.45,7,0,2,0.182,4.71,0,1,2
2444,29,Female,North,Retail,5,78424.56,413.38,5,0,2,0.425,4.64,0,1,2
2445,49,Male,North,Online,22,72693.25,533.71,2,0,1,0.91,4.33,0,1,0
2446,64,Female,East,Online,5,58435.41,757.36,1,0,3,0.135,4.56,0,0,2
2447,58,Male,West,Retail,48,64385.75,702.64,2,2,0,0.146,3.69,0,0,0
2448,51,Male,North,Online,64,45091.31,710.53,3,0,1,0.437,4.33,0,0,3
2449,58,Female,East,Retail,71,89239.9,1292.25,3,0,3,0.904,4.93,0,1,1
2450,26,Male,East,Online,57,97219.73,1156.45,3,0,0,0.927,3.81,0,1,1
2451,61,Male,East,Online,55,62966.83,898.35,5,0,5,0.951,3.42,0,0,1
2452,64,Female,North,Partner,63,106632.35,1074.34,4,0,3,0.127,4.44,0,1,1
2453,22,Female,East,Retail,55,47756.72,504.59,4,0,3,0.706,4.79,0,1,3
2454,42,Female,North,Online,47,37480.57,550.11,3,0,0,0.647,4.79,0,1,3
2455,61,Male,North,Retail,71,47226.77,682.12,2,1,0,0.03,3.64,0,0,3
2456,42,Female,South,Online,23,56049.18,289.97,3,1,2,0.672,4.59,0,1,2
2457,61,Other,West,Retail,30,101617.2,704.97,0,1,1,0.697,5.0,0,1,3
2458,66,Female,North,Online,65,54939.14,468.14,2,2,3,0.657,3.23,0,0,0
2459,42,Male,West,Online,23,44526.2,568.68,0,0,0,0.216,4.14,0,0,0
2460,21,Male,West,Online,22,43827.74,273.69,5,1,3,0.332,4.17,0,1,2
2461,35,Male,West,Online,11,80520.4,523.58,3,2,3,0.554,4.33,0,0,2
2462,29,Male,South,Online,20,77951.43,696.75,1,1,3,0.138,4.56,0,0,2
2463,42,Female,North,Online,43,51261.39,290.69,4,0,0,0.159,4.84,0,1,3
2464,48,Male,North,Partner,63,26235.89,533.71,4,2,0,0.699,3.85,0,1,3
2465,42,Male,West,Online,10,39685.32,339.41,1,0,4,0.166,3.94,0,0,0
2466,28,Male,North,Online,49,90982.39,565.11,2,1,0,0.017,3.49,0,0,0
2467,33,Female,East,Online,55,72398.54,515.89,2,1,3,0.185,4.69,0,0,3
2468,53,Male,South,Retail,64,61178.3,769.06,3,0,0,0.076,4.96,0,0,1
2469,19,Male,West,Online,54,93639.0,1012.59,6,1,3,0.282,4.16,0,1,1
2470,29,Male,East,Online,12,95249.87,779.34,5,1,2,0.76,4.29,0,1,2
2471,64,Female,East,Retail,35,59353.09,436.55,3,0,1,0.786,4.52,0,1,2
2472,23,Male,West,Online,68,59683.71,822.19,2,1,1,0.071,3.29,0,0,1
2473,39,Female,West,Partner,65,59310.604999999996,651.7,6,1,0,0.57,3.74,0,0,1
2474,28,Male,South,Online,44,54877.14,638.26,3,0,2,0.088,4.39,0,0,3
2475,23,Male,East,Retail,69,33246.15,329.8,3,2,1,0.187,3.76,0,0,3
2476,39,Male,East,Online,48,33173.05,515.48,2,0,1,0.784,4.51,0,1,3
2477,45,Male,West,Retail,5,28992.14,533.71,8,0,2,0.972,5.0,0,1,2
2478,27,Male,South,Retail,65,79518.07,653.93,2,1,0,0.272,4.11,0,0,3
2479,22,Female,South,Online,12,31894.76,431.3,5,0,1,0.777,4.29,0,1,2
2480,25,Female,West,Online,28,95099.32,1213.85,1,0,1,0.342,4.5,0,0,1
2481,51,Male,West,Online,17,46853.2,524.38,3,0,2,0.785,3.79,0,0,0
2482,62,Male,East,Online,52,91272.3,1070.56,6,0,1,0.57,4.8,0,1,1
2483,27,Female,North,Partner,3,53429.02,408.17,3,1,2,0.546,3.78,0,0,0
2484,34,Male,South,Retail,46,31808.64,332.89,5,0,1,0.809,4.78,0,1,2
2485,35,Male,South,Retail,62,59310.604999999996,556.29,3,5,1,0.696,2.73,1,0,0
2486,36,Male,East,Partner,56,85233.58,873.16,0,1,1,0.971,4.0,0,1,1
2487,30,Male,East,Retail,22,43691.08,355.46,0,0,2,0.363,4.65,0,0,0
2488,20,Male,West,Retail,64,54030.26,452.73,1,0,4,0.955,4.33,0,1,3
2489,45,Other,North,Online,26,43695.67,606.24,2,0,3,0.828,5.0,0,1,2
2490,36,Other,South,Online,49,57830.52,364.92,3,2,0,0.494,4.3,0,0,3
2491,35,Other,East,Online,36,61940.92,787.78,3,2,0,0.501,4.33,0,1,1
2492,31,Male,West,Online,5,53675.1,340.21,1,1,2,0.902,3.72,0,0,0
2493,66,Male,North,Online,1,59310.604999999996,100.19,2,0,1,0.587,4.69,0,1,2
2494,49,Male,West,Online,14,49544.17,206.09,3,0,1,0.338,5.0,0,0,2
2495,39,Male,North,Online,67,72663.34,696.09,4,1,1,0.041,4.7,0,1,3
2496,28,Male,North,Online,68,56239.81,533.71,7,0,0,0.3,4.49,0,1,3
2497,59,Male,West,Online,30,54106.07,419.5,5,1,0,0.217,4.63,0,1,2
2498,64,Male,West,Online,69,43246.02,503.69,2,1,2,0.129,4.2,0,0,3
2499,19,Male,West,Online,4,49019.08,404.53,1,1,1,0.673,4.64,0,1,2
2500,66,Male,East,Online,69,85361.07,445.24,6,0,0,0.396,4.95,0,1,3
2501,54,Female,East,Retail,17,39484.01,300.1,3,1,2,0.095,4.27,0,0,2
2502,23,Male,East,Retail,3,72974.82,320.36,3,1,1,0.327,3.63,0,0,0
2503,57,Female,East,Online,54,60846.99,312.55,4,0,0,0.14,5.0,0,1,3
2504,23,Male,East,Online,28,64406.59,394.05,8,2,2,0.599,3.34,0,0,2
2505,20,Female,South,Online,21,46817.59,507.1,3,2,0,0.427,3.99,0,0,0
2506,23,Male,West,Online,54,59310.604999999996,650.9,1,1,1,0.934,3.84,0,1,3
2507,41,Female,South,Online,24,59897.04,742.52,3,1,2,0.609,3.84,0,1,0
2508,50,Male,East,Partner,54,50627.99,658.47,1,1,2,0.765,4.33,0,1,3
2509,39,Male,East,Online,14,65965.78,591.16,3,0,1,0.335,4.33,0,0,2
2510,24,Female,East,Online,7,68233.9,452.22,2,1,3,0.754,2.81,0,0,0
2511,28,Male,East,Retail,24,99108.72,373.61,0,1,4,0.735,3.73,0,0,0
2512,62,Male,North,Online,44,65007.42,690.84,0,0,0,0.991,4.31,0,1,3
2513,68,Female,South,Online,16,25579.63,533.71,5,1,0,0.661,5.0,0,1,2
2514,57,Male,South,Online,11,80934.34,494.03,4,1,1,0.916,3.65,0,0,0
2515,23,Female,South,Partner,54,56330.33,821.55,2,1,3,0.867,4.97,0,1,1
2516,60,Female,West,Online,36,96214.66,519.96,4,0,0,0.919,5.0,0,1,2
2517,53,Male,West,Retail,31,86476.64,372.05,4,0,2,0.573,4.4,0,1,2
2518,45,Male,East,Retail,18,50905.19,671.97,6,0,2,0.224,4.43,0,1,2
2519,25,Male,South,Online,2,72994.25,469.64,4,1,1,0.585,3.95,0,1,2
2520,69,Female,North,Retail,4,49308.81,364.18,5,0,1,0.922,4.83,0,1,2
2521,41,Male,West,Online,49,60048.43,321.33,5,0,1,0.973,4.28,0,1,3
2522,20,Male,West,Online,6,59310.604999999996,537.22,1,1,0,0.946,4.14,0,1,0
2523,28,Male,South,Online,18,80034.0,1066.15,2,0,1,0.441,3.98,0,0,1
2524,38,Female,West,Partner,65,76113.7,838.57,7,3,0,0.804,4.16,0,1,1
2525,21,Female,West,Online,25,61349.81,529.71,3,0,1,0.489,4.65,0,0,2
2526,34,Female,East,Online,53,104701.63,759.44,5,0,1,0.692,4.44,0,1,1
2527,42,Female,North,Partner,25,53429.63,416.57,1,0,1,0.432,4.35,0,0,0
2528,67,Female,North,Online,67,31070.39,353.13,0,1,1,0.303,3.72,0,0,3
2529,22,Female,West,Retail,59,34535.41,260.01,4,0,0,0.442,4.86,0,1,3
2530,47,Female,East,Retail,34,86532.14,478.61,5,1,2,0.307,3.61,0,0,0
2531,65,Female,North,Retail,49,58620.25,679.17,1,0,1,0.423,4.92,0,0,3
2532,59,Male,North,Retail,30,62863.03,815.12,4,1,1,0.678,4.36,0,1,1
2533,66,Female,West,Retail,68,50234.57,694.26,4,1,0,0.201,4.13,0,1,1
2534,26,Female,South,Online,26,51851.36,634.31,1,0,1,0.677,4.33,0,1,0
2535,59,Male,South,Partner,60,45832.27,474.37,4,3,3,0.074,3.6,0,0,3
2536,68,Male,East,Partner,44,68480.71,842.91,2,0,1,0.002,4.0,0,0,1
2537,34,Male,South,Retail,46,58247.16,801.83,4,0,2,0.233,5.0,0,1,1
2538,43,Female,West,Retail,25,67830.1,265.4,3,1,2,0.202,2.89,0,0,0
2539,45,Male,East,Online,60,66109.89,546.79,0,0,2,0.833,4.88,0,1,3
2540,43,Female,South,Online,53,52334.18,373.96,1,1,0,0.756,4.12,0,1,3
2541,33,Male,South,Online,58,33742.85,519.33,2,0,4,0.666,4.78,0,1,3
2542,68,Female,West,Online,57,32175.61,505.37,5,1,0,0.706,5.0,0,1,3
2543,67,Male,East,Retail,12,114479.73,1314.49,3,0,3,0.663,4.2,0,1,1
2544,37,Female,West,Retail,63,86607.12,623.11,5,0,4,0.826,4.24,0,1,1
2545,59,Female,South,Online,60,84123.29,1146.98,3,0,2,0.534,4.65,0,1,1
2546,38,Male,North,Online,18,47857.08,212.71,4,0,2,0.018,3.97,0,1,2
2547,59,Male,West,Retail,70,60171.18,371.29,4,1,0,0.863,4.18,0,1,3
2548,48,Male,North,Online,38,45323.47,467.84,2,0,1,0.47,4.31,0,0,3
2549,42,Male,West,Partner,23,36382.52,455.12,1,2,0,0.928,3.26,0,0,0
2550,24,Female,East,Retail,16,49402.08,617.1,4,1,0,0.893,4.12,0,1,2
2551,52,Female,North,Online,26,83871.33,562.63,1,1,1,0.399,4.5,0,0,0
2552,34,Female,West,Online,3,75133.42,547.57,8,1,2,0.933,4.73,0,1,2
2553,29,Female,North,Retail,50,42539.14,533.71,3,1,4,0.059,3.89,0,0,3
2554,28,Male,South,Online,51,54333.31,265.93,4,0,2,0.662,4.57,0,1,3
2555,69,Female,South,Retail,48,73484.22,974.72,3,1,1,0.681,4.07,0,1,1
2556,23,Female,East,Online,39,49722.51,405.79,3,0,1,0.84,3.69,0,0,0
2557,59,Male,East,Online,26,61432.55,367.33,3,0,1,0.471,4.06,0,0,0
2558,63,Female,East,Online,52,67233.25,558.96,5,0,1,0.241,5.0,0,1,3
2559,19,Male,South,Retail,62,67036.75,818.18,3,0,3,0.044,5.0,0,0,1
2560,48,Female,East,Partner,7,64574.62,791.73,3,1,2,0.467,3.71,0,0,0
2561,48,Female,North,Retail,28,48233.45,319.84,2,1,1,0.453,4.73,0,0,2
2562,36,Female,East,Online,71,50082.46,315.33,9,0,0,0.356,4.35,0,1,3
2563,52,Male,North,Retail,62,39594.3,615.85,1,1,3,0.636,4.33,0,0,3
2564,39,Female,North,Online,71,31895.94,408.8,3,0,5,0.531,4.19,0,1,3
2565,40,Male,East,Retail,14,57934.52,434.71,1,1,0,0.116,4.06,0,0,0
2566,40,Female,North,Partner,34,74692.67,437.59,1,0,1,0.048,4.12,0,0,0
2567,59,Male,West,Online,10,35154.92,486.07,4,0,2,0.891,4.6,0,1,2
2568,50,Female,North,Partner,62,64913.52,792.64,2,1,1,0.742,4.56,0,1,1
2569,37,Female,North,Online,37,74123.36,483.7,4,1,4,0.463,3.3,0,0,0
2570,66,Male,West,Online,18,26938.79,146.25,1,1,3,0.496,4.02,0,0,0
2571,59,Male,North,Online,7,55129.54,307.58,3,0,1,0.114,5.0,0,0,2
2572,66,Female,West,Partner,53,89631.78,589.91,1,2,0,0.264,3.64,0,0,0
2573,55,Male,South,Online,58,69934.94,370.0,4,0,2,0.825,4.27,0,1,3
2574,38,Male,West,Retail,63,26331.77,230.69,4,1,1,0.126,3.84,0,1,3
2575,58,Male,West,Online,69,71850.11,457.34,4,2,1,0.104,4.92,0,1,3
2576,35,Male,North,Retail,58,46540.74,388.02,6,2,0,0.558,4.85,0,1,3
2577,32,Female,South,Retail,56,72443.52,688.51,4,0,2,0.84,4.39,0,1,1
2578,41,Female,East,Online,58,47578.53,501.8,4,0,2,0.379,5.0,0,1,3
2579,68,Male,West,Retail,71,59045.42,832.19,5,0,1,0.646,4.41,0,1,1
2580,47,Male,North,Retail,33,50324.23,352.98,1,1,0,0.902,4.12,0,1,0
2581,37,Male,North,Online,54,60056.84,836.07,2,1,1,0.891,3.64,0,0,1
2582,42,Male,South,Online,59,49788.96,674.93,5,0,0,0.468,3.83,0,1,1
2583,33,Female,North,Online,9,55976.31,737.33,1,1,1,0.296,3.83,0,0,0
2584,52,Male,South,Partner,50,38839.11,276.99,5,1,3,0.573,3.95,0,1,3
2585,36,Female,North,Retail,25,68831.87,445.99,0,2,1,0.924,3.93,0,1,0
2586,46,Female,West,Retail,10,63155.13,616.46,3,0,0,0.681,4.98,0,1,2
2587,37,Female,West,Retail,13,30902.42,158.89,3,1,0,0.955,4.24,0,1,2
2588,34,Female,North,Retail,9,77872.5,342.25,4,0,0,0.579,4.2,0,1,2
2589,68,Male,East,Online,64,56826.82,326.64,6,1,1,0.021,4.04,0,1,3
2590,35,Male,East,Online,55,62911.72,699.9,3,1,0,0.448,5.0,0,0,3
2591,21,Male,East,Retail,8,73762.11,851.21,3,1,1,0.903,4.53,0,1,2
2592,37,Female,West,Online,45,65908.36,479.64,2,0,2,0.034,5.0,0,0,3
2593,45,Female,East,Online,47,80973.66,1096.84,7,1,0,0.618,5.0,0,1,1
2594,22,Male,East,Retail,37,54720.68,685.9,3,0,3,0.378,4.08,0,0,1
2595,33,Male,North,Retail,44,78619.73,402.56,4,3,1,0.404,3.98,0,1,3
2596,26,Male,North,Retail,65,62212.64,536.98,9,0,1,0.568,4.42,0,1,1
2597,44,Female,East,Online,37,69137.4,323.11,1,1,3,0.412,4.48,0,0,3
2598,55,Female,West,Partner,47,67265.33,936.59,6,0,3,0.92,4.97,0,1,1
2599,68,Female,South,Online,41,82333.15,932.08,5,0,0,0.304,3.69,0,0,1
2600,38,Female,East,Online,29,72985.42,795.88,5,0,2,0.759,4.79,0,1,1
2601,62,Male,North,Partner,64,52026.98,592.82,2,0,0,0.092,4.17,0,0,3
2602,29,Female,South,Retail,30,48457.19,355.43,4,1,3,0.333,3.94,0,1,0
2603,58,Female,West,Partner,57,59104.43,533.71,7,4,1,0.158,3.04,0,0,1
2604,47,Male,East,Retail,43,46318.17,651.97,4,0,1,0.22,5.0,0,1,1
2605,57,Female,North,Retail,49,41060.54,518.41,3,1,3,0.564,3.72,0,0,0
2606,57,Male,West,Online,54,21695.06,232.64,3,2,1,0.342,3.23,0,0,0
2607,45,Female,West,Online,53,32113.27,201.04,3,2,0,0.049,3.55,0,0,0
2608,31,Female,South,Partner,41,95737.31,429.5,3,1,1,0.863,4.11,0,1,3
